rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-757-org,   william, ranson, 33, allyn close, rainbow ridge, maitland, 2800, nsw, 19961106, 30, 03 81927914, 1982694, 7
rec-6985-org,   phoebe, peachey, 13, kelleway avenue, , hocking, 4060, , 19930726, , 02 12568169, 6784459, 4
rec-8456-org,   rachel, mazzone, 68, simpson street, tintagel, camp hill, 5108, qld, 19910903, 40, 03 70141995, 7298637, 4
rec-5778-org,   joel, baillie, 11, beasley street, ravensbrook, padstow heights, 2658, nsw, 19970705, 23, 03 15367694, 1670883, 5
rec-1608-org,   isabella, matthews, 6, beaney street, white house, maya, 3184, sa, , 28, , 6256726, 9
rec-7303-org,   harrison, pascoe, 2019, coxen street, , walpa, 3166, nsw, 19940408, 31, 04 86688981, 2703638, 3
rec-4589-org,   erin, moshos, 103, halford crescent, , thornlie, 2577, qld, , , 04 71023475, 4998006, 8
rec-8189-org,   bailey, lowe, 8, noarlunga crescent, glenmore, ringwood, 5091, nsw, 19920810, 28, 08 73014767, 3481950, 4
rec-1225-org,   jesse, pilkinton, 3, spring range road, moongi, malvern east, 3142, , , 21, 02 81469793, 9758666, 9
rec-6717-org,   phoebe, vandelaar, 188, simons close, , rowville, 3015, , 19940224, , 07 56999487, 8149121, 4
rec-1879-org,   , , 22, booroomba station, , malabar, 2628, vic, 19920825, 19, 08 72210730, 2910226, 3
rec-230-dup-1, page, , 10, stow place, , bicton, 3804, , 19940106, 35, 03 06478927, 2708342, 2
rec-1788-org,   tara, campbell, 34, mcrae place, , woolomin, 2250, qld, 19910202, 28, 02 22744584, 5249745, 7
rec-6817-dup-1, maddison, , 8, barber crescent, hosea mizpah, quorn, 4020, vic, 19901129, , 08 69383485, 1742393, 7
rec-7760-dup-2, , stalney, 101, fullerton crescent, tophers, allambie heights, 3875, , 19940504, 34, 07 24661117, 5975105, 1
rec-438-org,   bradley, flores, 33, ossa place, , kings park, 4131, qld, 19950731, 38, 03 73640559, 1439334, 4
rec-8461-org,   paige, thorpe, 157, brodribb street, port hills, wyoming, 5690, wa, 19920424, 20, , 4887020, 1
rec-2182-org,   lauren, white, 122, hoskins street, , camperdown, 3551, nsw, , 24, 07 13893113, 4988017, 3
rec-5881-org,   harrison, dreyer, 342, crofts crescent, bulga wine estates, woy woy, 4570, qld, 19940106, 36, 04 71279281, 4413521, 7
rec-1339-org,   jessica, fullerton, 16, rowntree crescent, , toronto, 6280, nsw, 19990614, 9, 08 08018749, 3098711, 1
rec-3737-org,   blaize, donaldson, 1, millpost close, , port lincoln, 2000, vic, 19990207, 25, 07 53818791, 2247770, 0
rec-6236-org,   blake, ollis, 128, barrallier street, , elwood, 3194, vic, 19940121, 30, 04 17816450, 9460974, 9
rec-6301-org,   emiily, carmody, 48, helemon street, , brighton-le-sands, 0872, tas, 19941128, 30, 08 84217872, 7121085, 6
rec-7133-org,   tiahana, flockhart, 12, loureiro street, thurlimbah, kaimkillenbun, 4210, wa, , 23, 02 84656548, 8718526, 9
rec-8100-org,   aidan, highet, 5, burn street, rosall, primrose sands, 4225, qld, 19970315, 8, 08 91489994, 2181656, 3
rec-584-org,   jessica, hilleson, 37, o'meara place, rosall, waverley, 3926, qld, 19980725, , 03 09015565, 4276224, 4
rec-3005-org,   kayla, cure, 98, musgrove street, , toowoomba, 5118, qld, 19991010, 22, 04 67063464, 5157558, 3
rec-516-org,   wilson, procter, 58, pullen street, , holden hill, 4019, nsw, 19940702, , 02 92156311, 8772439, 8
rec-4269-org,   harry, mason, 21, lindrum crescent, redfern station, trinity park, 3500, qld, 19920628, 26, 04 26808883, 4951819, 6
rec-6861-org,   olivia, sribar, 68, keith street, , malvern, 3231, vic, 19991230, 7, 08 06071932, 8983455, 6
rec-4950-dup-1, lachlan, eyles, 51, hallen close, , port fairy, 5070, wa, 19931209, 25, 03 80736336, 8128508, 4
rec-276-org,   taylor, bishop, 14, pearson street, civic centre, tweed heads south, 2426, nsw, 19921206, 27, 03 59349484, 7617694, 0
rec-5837-dup-0, amber, mcconnel, 4, gardiner street, , forbes, 3390, vic, 19990625, 41, 07 63138316, 5569016, 9
rec-4394-dup-0, charlotte, pegh, , medworth crwscent, dental 3 garden city shopping centre, st andrews, 2756, , 19950409, , 02 02522302, 8646243, 6
rec-382-org,   tia, miles, 68, boolimba crescent, , kuraby, 6030, vic, 19951130, 28, 02 46701617, 7871832, 3
rec-1900-org,   aiden, chandler, 7, rosman circuit, , port augusta, 2832, qld, 19950305, 34, 04 43230571, 5537785, 5
rec-7462-dup-0, kirra, hingston, 11, augusta court, , donnybrook, 4718, nsw, 19940306, 26, 03 96047122, 5929324, 5
rec-5596-org,   brooke, snelling, 32, hurtle avenue, , sheldon, 4715, nsw, 19941016, 27, 03 37677980, 5987300, 6
rec-4810-org,   nicholas, nguyen, 19, north place, , lavington, 6056, nsw, 19971007, 27, 07 46357055, 7624463, 5
rec-5629-org,   byron, coffey, 46, hyndes crescent, kimberley, devonport, 2100, vic, , , 02 52112736, 7122113, 0
rec-3047-org,   jasmine, robson, 150, camfield place, , rowville, , , 19960503, 29, 07 99496548, 7761580, 5
rec-1285-dup-1, ella, eglinton, 562, tarrabol sreet, , emu park, 2076, , 19950628, 6, 07 95310669, 1976229, 5
rec-631-org,   lara, maureen, 17, westbury circuit, leumeah, slacks creek, 3022, vic, 19900106, 38, 07 09318277, 5031176, 8
rec-6470-dup-1, bethany, chattin, 48, lansell circuit, , koongal, 7109, qld, 19950330, 26, 08 67101551, 6835912, 6
rec-6974-org,   joel, benjamin, 60, gellibrand street, leafleigh, macquarie park, 3088, qld, 19900523, , 07 48122434, 7551973, 2
rec-3614-org,   abby, bradshaw, 44, maria place, , enoggera, 2154, wa, 19940215, 30, 08 84330132, 3247417, 0
rec-2156-org,   noah, chorley, 27, mathews place, , st albans, 4518, sa, 19940228, 27, 07 56721056, 7453811, 0
rec-1369-org,   layla, chee, 49, redcliffe street, , hurstville south, 3088, qld, 19990511, , 08 28369072, 5880290, 9
rec-1020-org,   adela, rosendale, 8, giles street, yurara park, nome, 2541, nsw, 19950625, 26, 07 81898244, 3229855, 7
rec-7837-org,   imogen, green, 34, henderson street, , blacktown, 2173, nsw, 19911129, 13, 04 88324585, 2680375, 0
rec-5648-org,   cassandra, rudd, 12, crisp circuit, athlone, macleay island, 5162, vic, 19960928, 35, 03 14806092, 3730448, 8
rec-5382-org,   daniel, miles, 5, inkster street, stoney station, seven hills, 2747, nsw, 19900930, , 07 85144768, 8267044, 6
rec-3520-dup-0, olivia, ryan, 76, burtt crrscent, point cook home, preston, 3001, nsw, 19940126, 27, 03 79354113, 3401818, 2
rec-7510-org,   alison, noble, 109, cunningham street, , crystal creek, 2145, nsw, 19920913, 32, 07 21053909, 3797895, 2
rec-4049-org,   imogen, hodgens, 98, disney court, , casula, 2113, qld, 19920509, 33, 02 57836076, 1274053, 4
rec-5845-org,   ella, goldsworthy, 80, peppin place, manneun park, albion park rail, 4717, nsw, 19970428, 30, 08 65539233, 3957785, 1
rec-3271-org,   tess, langrehr, 28, wilson street, rangeville, ceduna, 6066, sa, 19900115, , 03 88214657, 1558159, 1
rec-4368-org,   tanar, reid, 3, clive steele avenue, , innaloo, 3630, sa, 19910502, 25, 02 53690425, 1233069, 0
rec-1999-org,   caitlin, jagodnik, 8, dalziel street, , penrith, 2760, nsw, , 27, 04 96187467, 3776493, 5
rec-3479-org,   william, reid, 52, doonkuna street, oak glen, north haven, 2073, nsw, 19991109, 31, 08 74734758, 3850934, 4
rec-8238-dup-1, joanna, white, 79, tiptree xrescent, , artarmon, 2541, vic, , 32, 08 25129342, 3762998, 3
rec-7147-org,   dillon, oats, 8, currong street, , leppington, 2041, vic, 19930220, 34, 07 69609523, 6334768, 7
rec-1678-org,   aidan, felstead, 138, pearson street, acacia hills street, wallsend, 5453, nsw, 19941021, , 03 94904705, 1580980, 8
rec-5835-org,   koula, coulson, 30, gurrang avenue, , oakey, 4820, nsw, , 39, 08 10173920, 6497498, 7
rec-2410-org,   thomas, corbin, 44, pickles street, riverbourne, glengowrie, 6333, tas, , 43, , 2539416, 9
rec-7703-org,   riley, morrison, 33, dixson circuit, , caulfield north, 4211, nsw, 19950930, 35, 03 61613209, 8295270, 2
rec-6027-org,   thomas, mahony, 18, hobbs street, , brookvale, 6110, qld, 19971125, 36, 03 44131480, 2244783, 8
rec-1825-org,   teagan, paterson, 11, eldon place, port geographe, dover, 3185, sa, 19930413, , 04 45677744, 7622936, 7
rec-1519-org,   aidan, coldicutt, 9, styx close, , bundaberg, 6566, vic, 19990306, 33, 08 15290140, 1574038, 9
rec-231-org,   nicholas, riding, 50, aronson crescent, kalkee, dianella, 3324, vic, 19910217, 34, 02 85122298, 2143843, 0
rec-2576-org,   nicholas, hindmarch, 40, peppin place, , wendouree, 6031, wa, 19900813, 20, 04 51645961, 3240074, 6
rec-4380-org,   elizabeth, middlin, 8, quick street, , greenacre, 4060, qld, 19960917, 27, 03 41001724, 7372002, 6
rec-2698-org,   emiily, wiseman, 2, miller street, warrigunya, warrandyte, 3150, nsw, 19940202, 33, 07 11119034, 5446320, 7
rec-8000-org,   mitchell, hipkiss, 31, jensen place, rowethorpe, the entrance, 2615, nsw, 19930114, 34, 02 17633873, 1369855, 4
rec-7365-org,   travis, hassall, 101, kirkland circuit, , rainworth, 4211, nsw, 19930909, , 04 68727050, 4604296, 5
rec-6386-org,   madalyn, gregorovic, 6, , , paddington, 3070, qld, 19921007, 23, 08 72942564, 8708269, 8
rec-5428-org,   elly, , 439, clive steele avenue, , claymore, 3044, vic, 19930805, 33, 04 81551065, 4949007, 6
rec-2162-org,   , chandler, 7, wheeler crescent, , goodna, 3073, wa, 19941118, 23, 02 48968264, 5138086, 5
rec-1582-org,   paris, ryan, 26, evergood close, , molong, 2075, nsw, 19910428, 39, 08 54795447, 3953668, 5
rec-4796-org,   madison, dolliver, 17, rowan street, , seaton, 2142, , 19941108, 13, 07 16630728, 6828500, 7
rec-3078-org,   jaxson, bishop, 36, carter crescent, , st albans, 4660, sa, 19920501, 32, 04 54223333, 7650494, 7
rec-2555-org,   charlotte, george, 91, forsythe street, , buddina, 7253, nsw, 19910619, , 02 43545861, 2356588, 2
rec-6817-org,   maddison, capurso, 2, barber crescent, hosea mizpah, quorn, 4020, vic, 19901129, , 08 69383485, 1742393, 7
rec-3399-org,   joel, maskiell, 16, eyre street, , warriewood, 4565, , 19920103, 30, 08 30499945, 9502417, 1
rec-588-org,   hari, compton, 12, macpherson street, , moorak, 6112, sa, 19910612, 9, 02 62553183, 7418007, 9
rec-4401-org,   alana, campain, 6, burdett crescent, , whalan, 5010, vic, 19970420, 20, 02 70484209, 9958316, 0
rec-6201-org,   joe, mccarthy, 1, morrison street, apt 503, berowra heights, 6023, vic, 19900317, 33, 08 80486498, 9817516, 5
rec-5235-org,   giuliana, treumer, 54, calvert street, kemminup farm, stockton, 6426, wa, 19970518, 31, 04 42750272, 5148696, 7
rec-3844-org,   max, musolino, 7, phillimore place, , toowoomba, 3869, nsw, 19910526, 24, 02 44734390, 8106914, 2
rec-4885-org,   georgia, campbell, 5, howie court, , port macquarie, 3350, nsw, 19981123, , 04 59708875, 5329859, 0
rec-3699-org,   ellouise, miles, 63, dines place, , , 3756, vic, , 32, 02 30571492, 4352744, 8
rec-633-org,   charlie, niddrie, 133, chandler street, , mansfield, 3052, nsw, 19980829, 39, 03 11466195, 2167303, 0
rec-5759-org,   jaime, nguyen, 51, yanda street, vanorluc rmb 4050, burnie, 3585, , 19910221, , 04 15186957, 1981946, 7
rec-8137-org,   giorgia, wajcman, 26, forbes street, , ballarat, 2519, vic, 19950127, 27, 08 90658647, 5543895, 2
rec-6418-org,   carly, shepherd, 5, martens crescent, city tafe campus, elermore vale, 3031, vic, 19960724, , 02 66643104, 4760572, 4
rec-6038-dup-0, dylan, walkington, 632, eaglemont retreat, , broadmeadows, 4740, vic, 19945025, 8, 04 46233200, 5750768, 7
rec-7017-org,   annabel, george, 11, mollison street, , dysart, 2086, , 19980709, , 04 11873310, 5991215, 7
rec-7160-org,   thomas, le messurier, 189, light street, arlington, east innisfail, 5252, vic, 19900707, , 03 80781093, 1905867, 9
rec-8375-org,   lara, lukehurst, 66, forde place, euroka, peakhurst, 6290, , 19990604, 35, 08 95286296, 8162332, 4
rec-3335-dup-0, wheatley, pace, 7, jalanga crescent, villa 131 village glen, maryborough, 3260, sa, 19910726, 9, 08 04672337, 7035585, 0
rec-1925-org,   ella, morecroft, 144, jamieson crescent, , narre warren north, 4508, wa, , 26, 07 18049641, 6902526, 6
rec-2140-org,   george, grosser, 76, , , timmsvale, 2614, wa, 19920112, 30, 04 88020577, 4524627, 8
rec-5796-org,   lauren, pleydell, 45, smalley circuit, heritage estate, mansfield, 5112, vic, 19921013, 28, 03 91538047, 5408094, 2
rec-6925-org,   troy, pascoe, 1, forbes street, , yeronga, 2084, nsw, 19990914, , 08 23500871, 6915286, 3
rec-3370-org,   kyle, coleman, 28, petterd street, , cronulla, 6330, nsw, 19981106, , 03 40374451, 4473488, 7
rec-8188-dup-2, kai, kusuma, 174, clare piace, bellfield, bundaberg, 6018, wa, 19901019, 22, 03 58254745, 9204559, 8
rec-3943-org,   bianca, skell, 49, delegate street, , plumpton, 2223, sa, , 28, 03 94973095, 1351792, 7
rec-7822-org,   oliver, genovese, 7, strickland crescent, , ryde, 4350, sa, 19950531, 31, 02 31945963, 9444509, 2
rec-257-org,   sarah, berry, 101, o'connor circuit, , ingleburn, 2330, act, 19900502, 29, 04 89546548, 8716645, 1
rec-7593-dup-0, jazz, soden, 4, gardiner street, , surrey hills, 3000, , 19910220, , 07 64317300, 6161688, 1
rec-6554-org,   jayme, nguyen, 26, fernyhough crescent, omaru, moe, 4505, qld, 19981128, , 03 44012534, 8437368, 4
rec-2484-org,   kimberly, dixon, 1, de vis place, , nuriootpa, 2447, qld, 19930614, 27, 03 07712360, 2545801, 8
rec-93-org,   timothy, shepherd, 6, murchison street, ardrossan, port augusta, 3624, sa, 19901110, 34, 03 56681538, 3330632, 3
rec-6425-org,   bridget, lowe, 42, boolimba crescent, , highett, 3195, , 19900802, 11, 04 32574902, 7481780, 7
rec-6836-org,   lachlan, millar, 399, lacey place, , nuriootpa, 4210, nsw, 19950519, 21, 04 08414576, 2870805, 9
rec-6774-org,   charlotte, newport, 50, a'beckett street, , montagu bay, 4019, nsw, 19971105, 37, 04 15382253, 8733638, 8
rec-1719-org,   kirra, tims, 16, burnie street, canberra centre, tumbulgum, 3205, vic, 19970129, 33, 04 28392543, 2466128, 3
rec-2301-dup-0, hujo, hinks, 1118, morrison street, ainslie house, albion prk, 3160, nsw, 19990628, 30, 07 00516352, 3223461, 5
rec-2560-org,   amy, mcgregor, 30, cowper street, isle of palms reso, ballarat, 5108, nsw, 19980122, 27, 08 38213111, 3791232, 8
rec-5658-org,   hari, binns, 8, nulsen circuit, menora, crystal brook, 2220, nsw, 19970126, 8, 04 38854342, 4499102, 0
rec-6031-dup-0, jack, maingkt, 19, boolee stoeet, , bayswater, 2350, nsw, 19921210, , 08 55913226, 7635555, 9
rec-33-dup-1, cain, trevorrow, 14, marsdensatreet, , kogarah, 3167, qld, 19911228, 24, 04 13890559, 1818266, 2
rec-4471-org,   cameron, rachwal, 3, blythe close, willaroo, dianella, 2166, vic, 19920317, 25, 02 32918214, 9064943, 4
rec-4302-org,   andrew, zaffina, 50, beasley street, , south arm, 3073, qld, 19950308, 33, 07 34027762, 5032038, 3
rec-6880-org,   jessica, webb, 231, staaten crescent, , st kilda east, 3150, wa, 19931013, 30, 03 30552059, 8685432, 6
rec-4402-org,   esme, parreira, 15, mundang crescent, , glenmore park, 2539, wa, 19930701, 30, 08 35556651, 1849656, 6
rec-2984-org,   joshua, clarke, 61, , , yeronga, 6059, nsw, 19970702, 21, 07 46947915, 9182998, 0
rec-4691-org,   alana, george, 39, antill street, , brighton, 4173, nsw, 19950714, 28, 08 26435237, 5204815, 3
rec-3653-org,   stephanie, rickett, 44, ovens street, , yarra junction, 4670, qld, , 7, , 5450009, 4
rec-1871-org,   harry, fitzpatrick, 233, parkwood road, the cabin, spencer park, 7270, sa, 19960926, 12, 04 49180793, 2970992, 1
rec-8080-org,   archie, chandler, 3, ashburner street, villa vincent, bayswater north, 3942, nsw, 19960514, 35, 07 61362847, 7534658, 7
rec-1284-org,   sophie, rapko, 100, coombe street, lawless, robina, 2329, nsw, 19910818, 33, 08 98032912, 6903076, 6
rec-2425-org,   ethan, george, 1, hedley street, , borrika, 2450, , , , 02 62905098, 2852080, 1
rec-3619-org,   elysse, bennier, 8, richards street, edrington park re, warrane, 3144, nsw, 19901115, , 08 45508060, 6790734, 3
rec-2806-org,   belinda, pontt, 21, clift crescent, , brighton, , nsw, 19970520, , 02 91691542, 4245737, 8
rec-4064-org,   amber, laburn, 6, scantlebury crescent, , thornleigh, 2450, nsw, 19981123, 10, 04 90499044, 7693977, 5
rec-4092-org,   adam, mason, 69, pomeroy street, ingledell, devonport, 3130, vic, , 40, 08 81165262, 6762462, 3
rec-3821-dup-2, kalli, clarke, 705, crescent nowden, , candelo, 4873, nsw, 19940329, 30, 08 87579294, 9327312, 8
rec-698-dup-2, bianca, binns, 9, appel crescent, , shoalwater, 4077, actv, 19960413, , 02 23180862, 7318215, 5
rec-5209-org,   hayden, jesser, 82, eucumbene drive, , kaimkillenbun, 4074, , 19950609, , 08 24245188, 5622632, 7
rec-1590-org,   benjamin, , 1, babinda place, , nambour, 5204, qld, 19911009, 34, 02 22419314, 9218408, 4
rec-8450-org,   owen, cullinane, 3, currong street, , narellan, 2016, vic, 19921007, 28, 04 39644262, 3014304, 5
rec-1441-org,   sara, coldicutt, 217, mcgill street, , sheidow park, 2232, nt, 19910511, 31, 08 09486444, 7624957, 8
rec-2614-org,   holly, wilkins, 13, fidge street, , harden, 6163, tas, 19920416, 21, 07 76211447, 5282743, 2
rec-1916-org,   jade, dixon, 10, oldershaw court, mid city centre, kirrawee, 3136, sa, 19940521, 26, 04 60155274, 6393797, 6
rec-1947-org,   holly, ebert, 27, dalziel street, mt pleasant, batemans bay, 2732, nsw, 19930108, 22, 02 69538038, 3826448, 3
rec-7971-org,   adam, bilecki, 5, dirrawan garden, cobbedah, villeneuve, 3128, qld, 19980608, 19, 04 25555475, 8588112, 4
rec-224-org,   barnaby, matthews, 33, hooper crescent, , brighton, 4014, tas, 19910818, 23, 08 30900110, 3049293, 3
rec-1348-org,   montana, doman, 15, maxworthy street, , narrandera, 3818, wa, 19930706, 27, 02 88773870, 1922726, 5
rec-7744-org,   dante, slape, 8, , northern tablelands tennis academy, winmalee, 3185, act, , , 04 10064241, 4689645, 8
rec-5842-org,   nicholas, eglinton, 18, , , bittern, 3610, sa, 19980514, 6, 04 86593811, 9606662, 6
rec-1462-org,   aidan, , 7, officer crescent, , kariong, 2720, , 19980912, , 08 49714137, 6769343, 7
rec-3113-org,   ella, hai van, 4, conlon crescent, , dalby, 2602, wa, 19941104, 29, 02 56665482, 8301215, 1
rec-7922-org,   vincent, krishnan, 21, burnage place, , mount victoria, 2906, nsw, 19950101, 30, 07 93990297, 9637014, 4
rec-1990-org,   andrew, bishop, 10, learmonth drive, , nowra, 6061, qld, 19901103, 28, 08 53421227, 7468567, 3
rec-279-org,   sophie, clarke, 20, moon place, lapstone, munruben, 3690, nsw, 19950821, , 08 98629891, 1839930, 7
rec-2656-org,   charles, white, 65, woolner circuit, , coolah, 6053, vic, 19980213, 27, 03 61466149, 7555416, 3
rec-7937-org,   joshua, burford, 366, investigator street, llantwit house, ashfield, 2287, nsw, , , 08 10456514, 5848184, 3
rec-7904-org,   hayden, leishman, 6, maribyrnong avenue, , joondanna, 4053, vic, 19910405, 23, 02 42180902, 5542804, 7
rec-2968-org,   ethan, rutte, 25, hutcheson street, taramayne, south west rocks, 2388, nsw, 19981012, 27, 02 29563185, 1862841, 6
rec-4343-org,   jessie, bellon, 39, flower place, star court arcade, roselands, 4455, sa, 19971220, 24, 08 47515245, 7761896, 9
rec-1479-dup-0, lotyt, , 87, henry street, , bunbartha, 6102, vic, 19940406, 34, 04 25468659, 2002837, 9
rec-5711-org,   zoe, matthews, 218, sharland place, , thornlands, 2089, sa, 19930411, , 08 20657750, 8700162, 6
rec-4635-org,   molly, petersen, 24, robert lewis court, elenera, mirrabooka, 4000, , 19900311, , 04 89059225, 3837624, 0
rec-7961-org,   mia, corrie, 23, werriwa crescent, , taree, 4157, qld, 19940818, 29, 03 80788150, 1409871, 3
rec-1416-org,   fynn, lock, 3, gabriel place, , darling heights, 2261, vic, , 11, 02 52217827, 3102071, 3
rec-346-org,   beau, stubbs, 9, lochbuy street, , mount hutton, 4214, vic, , 40, 03 07730397, 9564670, 8
rec-1605-org,   hannah, herbert, 254, jukes street, , cooroy, 2073, vic, 19920414, 34, 08 53203693, 2123434, 0
rec-8099-org,   jack, camens, 1, macleay street, , airds, 4703, nsw, 19930226, , 04 49693990, 5161475, 4
rec-8226-org,   molly, forwood, 15, debenham street, kilnsey, sunshine beach, 3144, vic, 19950311, , 04 98661735, 9451311, 9
rec-6110-org,   jack, nguyen, 66, poole place, , keilor park, 5540, nsw, 19941204, 32, 04 09258972, 1001850, 0
rec-7383-org,   mia, cadman, 90, warrego circuit, union collage, kialla, 7292, vic, 19910102, 22, 03 45826640, 4065932, 2
rec-8036-org,   jasmine, lember, 3, tillyard drive, , gilmore, 4109, nsw, 19900614, 35, , 9292112, 7
rec-6270-org,   charlotte, halley, 11, jensen street, , port arthur, , sa, 19970305, 31, 04 48785113, 8408871, 2
rec-5964-dup-0, claudia, delrue, , dobie place, , tannum sands, 7248, qld, 19920714, 7, 03 07641108, 3008781, 4
rec-3369-org,   miranda, hermosisima, 101, john cleland crescent, , blackburn north, 4702, vic, 19991116, 27, 07 12772862, 6999792, 0
rec-7816-org,   max, paterson, 3, biala place, , lockleys, 3221, sa, 19940518, , 03 81435317, 4440632, 8
rec-2119-org,   paige, giannes, 61, , , roselands, 6102, nsw, 19930507, 32, 02 12286176, 1502630, 2
rec-5264-org,   lucy, shereston, 81, aston crescent, tiverton, ermington, 3912, nsw, 19930324, , 04 61134984, 4414932, 9
rec-4596-org,   isabella, bartel, 84, monkman street, , charmhaven, 2071, sa, 19901027, 10, 02 42445107, 5044082, 5
rec-1398-org,   darcy, flannery, 19, ashby circuit, , jerrabomberra, 4573, nsw, 19961121, 20, 02 64749085, 9277177, 3
rec-4531-org,   kiera, blackwell, 9, martley circuit, karmont, rostrevor, 5021, vic, 19950627, , 07 62607586, 3617205, 5
rec-2855-org,   joshua, verco, 46, venables place, , lockwood, 7054, sa, 19990623, 30, 03 02935606, 5707402, 0
rec-7669-org,   ruby, weetra, 36, bridge place, , kingsford, 0820, vic, 19910921, 30, 02 18901585, 5681958, 8
rec-55-org,   jacinta, leane, 34, blamey crescent, , murray bridge, 2150, tas, 19900304, 22, 03 81774365, 7761227, 0
rec-7298-dup-1, emiily, marlow, 38, marquet retreat, channel, bonytyonq, 4703, nsw, 19950321, , 03 38396990, 8238343, 3
rec-3070-dup-0, leah, eveeett, 21, carrodus street, , albury, 2087, vic, 19961008, , 08 64649067, 1646157, 7
rec-3188-org,   harry, miotto, 43, baskerville street, peppercorn lodge, campbelltown, 3218, qld, 19991201, 34, 02 25143421, 2109081, 6
rec-5688-dup-0, edward, milcs, 33, kalgoorlie crescent, , batlow, 4127, nt, 19970722, 9, , 5755345, 6
rec-4929-org,   ashlie, ryan, 10, paul coe crescent, ditone arabians, melinga, 3127, qld, 19960121, 36, 04 12936492, 6682520, 1
rec-7085-dup-0, harrk, miliano, 70, macalister crescent, , golden grove, 4869, wa, 19970619, 21, 07 51137054, 5519357, 4
rec-6781-org,   samantha, gillard, 30, elkedra close, villa 2, east preston, 2170, nsw, 19970921, 20, 08 20635434, 2758828, 6
rec-503-org,   harrison, lipscombe, 9, shannon circuit, , surrey hills, 2325, sa, 19980128, 23, 08 70485154, 7946610, 0
rec-3491-org,   jared, leslie, 2, kent street, , thornbury, 2173, nsw, 19920514, , 03 74167445, 2615428, 0
rec-1415-org,   aliza, berry, 67, bertel crescent, , east rockingham, 2223, vic, 19921127, 29, 03 18486840, 8777638, 5
rec-1138-org,   nikki, ottens, 15, want place, pine dale, frankston, 4151, wa, , 35, 04 23593142, 9118329, 7
rec-7762-org,   hayden, bishop, 29, captain cook crescent, , north ryde, 2193, qld, 19960520, 25, 07 81790185, 6295232, 5
rec-8231-org,   faith, weaver, 80, tanderra crescent, aldinga beach court, lalor, 6714, nsw, 19971220, , 04 27736253, 5197718, 7
rec-1099-org,   charlie, belperio, 54, nulsen circuit, , jingili, 4069, , 19990914, 26, 07 28592429, 6575524, 9
rec-303-org,   isabella, goode, , la perouse street, , lutwyche, 2530, qld, 19920713, 22, 03 77753751, 6022137, 5
rec-6388-org,   annabel, george, 63, manu place, , mona vale, 3071, nsw, 19940112, 31, 08 45767322, 7194327, 0
rec-5572-org,   jade, egan, 152, salsola street, glenmarla rmb 2563, toowoomba, 3140, vic, 19970714, , 08 70339560, 4352948, 6
rec-6291-org,   emma, white, 3, ivo whitton circuit, skye lodge, bittern, 2295, vic, 19940325, 37, 03 62560877, 6984628, 8
rec-6833-org,   mia, wojciechowski, 4, ramsay place, , crystal brook, 3802, vic, 19930923, 30, 02 22012279, 8764095, 7
rec-3162-org,   matthew, reid, 6, robinson street, , berowra heights, 2099, vic, , 28, 03 21789702, 3267061, 4
rec-4899-org,   brandon, zilm, 48, hargrave street, , mirboo north, 3071, sa, 19991207, 25, 07 37272426, 2463262, 8
rec-7930-org,   kane, paine, 73, staaten crescent, , moss vale, 2790, wa, 19900105, 26, 07 86571205, 9088069, 8
rec-3728-org,   jed, rawlings, , fitzalan street, , prospect, 6255, wa, , , 08 43768057, 6622155, 8
rec-4006-org,   sarah, green, 1, geeves court, degafelga, maryborough, 5110, , 19990206, 27, 07 50260044, 2602335, 2
rec-47-org,   keelin, , 66, , rowethorpe, kingston beach, 5290, , 19980626, , 04 38047793, 4977389, 7
rec-865-org,   ruby, stanley, 7, farrer street, , woodpark, 2620, , 19961230, 33, 03 74769347, 9230052, 5
rec-139-org,   zarran, swayne, 170, antill street, , cashmere, 6005, nt, 19931218, , 08 46444624, 5090074, 7
rec-1337-org,   taalia, leong, 18, beaumaris street, , flinders park, 2061, sa, 19970408, 31, 02 60256402, 7402639, 8
rec-4067-org,   kylee, dooley, 33, , , st ives, 7120, nsw, 19981124, 22, 04 53052238, 3194910, 5
rec-5655-org,   emiily, bullock, 69, clive steele avenue, , marks point, 3055, nsw, 19910911, 29, 02 96894591, 2290524, 2
rec-1173-org,   ethan, khodan, 29, bate place, , duncraig, 6060, nsw, 19900123, , 03 20901675, 6616172, 3
rec-5430-org,   olivia, van groesen, 59, barrington crescent, low glen dairy, tweed heads south, 2065, vic, 19910723, 27, 02 09552798, 8278378, 7
rec-165-org,   hannah, campbell, 3, heagney crescent, , seaforth, 2260, , 19941003, , 08 18149814, 8638953, 5
rec-3629-org,   jemma, hammill, 41, canaway place, , geelong west, 3177, qld, , 28, 03 23220701, 7766104, 2
rec-439-org,   christopher, elrick, 711, champ place, , hawthorne, 5032, sa, , 27, 07 97875994, 1845473, 3
rec-2124-org,   bailey, scarce, 74, duffy street, grant patch, prospect, 2540, nsw, 19950630, 9, 03 79147255, 4002276, 1
rec-2134-org,   lauren, clarke, 53, lutanda close, , albion park rail, 6108, nsw, 19900122, , 07 11480086, 9087598, 1
rec-4855-org,   deakin, grubb, 52, marconi crescent, , barraba, 2605, , 19900622, 35, 02 32623553, 8603125, 2
